frame,TP,FP,FN,TN
1361,3,0,0,3
1362,5,0,0,7
1363,4,0,0,4
1364,7,0,0,5
1365,2,0,0,9
1366,1,0,0,6
1367,2,0,0,1
1368,6,0,0,7
1369,2,0,0,0
1370,8,0,0,0
1371,0,0,0,6
1372,8,0,0,3
1373,5,0,0,2
1374,4,0,0,0
1375,0,0,0,7
1376,1,0,0,8
1377,0,0,0,3
1378,3,0,0,2
1379,5,0,0,7
1380,3,0,0,5
1381,1,0,0,4
1382,1,0,0,1
1383,5,0,0,7
1384,0,0,0,8
1385,4,0,0,5
1386,6,0,0,5
1387,0,0,0,5
1388,5,0,0,5
1389,7,0,0,8
1390,7,0,0,4
1391,3,0,0,9
1392,2,0,0,7
1393,4,0,0,4
1394,8,0,0,5
1395,6,0,0,0
1396,2,0,0,5
1397,5,0,0,5
1398,1,0,0,2
1399,0,0,0,9
1400,1,0,0,0
1401,8,0,0,2
1402,8,0,0,7
1403,5,0,0,7
1404,8,0,0,1
1405,2,0,0,6
1406,4,0,0,2
1407,1,0,0,4
1408,0,0,0,3
1409,6,0,0,3
1410,3,0,0,8
1411,0,0,0,9
1412,0,0,0,9
1413,5,0,0,5
1414,0,0,0,6
1415,2,0,0,5
1416,8,0,0,5
1417,0,0,0,1
1418,1,0,0,8
1419,1,0,0,5
1420,6,0,0,5
1421,7,0,0,6
1422,6,0,0,2
1423,5,0,0,7
1424,6,0,0,7
1425,1,0,0,6
1426,3,0,0,3
1427,5,0,0,0
1428,0,0,0,0
1429,9,0,0,7
1430,7,0,0,7
1431,0,0,0,1
1432,8,0,0,3
1433,2,0,0,0
1434,1,0,0,5
1435,4,0,0,9
1436,4,0,0,4
1437,9,0,0,1
1438,3,0,0,3
1439,8,0,0,7
1440,1,0,0,5
1441,5,0,0,4
1442,7,0,0,7
1443,2,0,0,4
1444,9,0,0,8
1445,1,0,0,2
1446,0,0,0,4
1447,0,0,0,0
1448,5,0,0,9
1449,1,0,0,1
1450,1,0,0,5
1451,2,0,0,3
1452,8,0,0,3
1453,0,0,0,8
1454,9,0,0,7
1455,9,0,0,4
1456,9,0,0,4
1457,0,0,0,3
1458,3,0,0,3
1459,0,0,0,8
1460,0,0,0,7
1461,1,0,0,6
1462,8,0,0,7
1463,3,0,0,8
1464,8,0,0,5
1465,6,0,0,8
1466,2,0,0,7
1467,6,0,0,7
1468,0,0,0,5
1469,7,0,0,9
1470,0,0,0,5
1471,3,0,0,7
1472,3,0,0,3
1473,0,0,0,3
1474,9,0,0,1
1475,3,0,0,0
1476,5,0,0,4
1477,8,0,0,3
1478,8,0,0,6
1479,1,0,0,2
1480,8,0,0,6
1481,8,0,0,1
1482,0,0,0,4
1483,7,0,0,3
1484,8,0,0,0
1485,7,0,0,1
1486,2,0,0,2
1487,9,0,0,2
1488,8,0,0,7
1489,3,0,0,6
1490,4,0,0,7
1491,0,0,0,6
1492,4,0,0,6
1493,6,0,0,5
1494,8,0,0,8
1495,0,0,0,1
1496,6,0,0,0
1497,7,0,0,3
1498,7,0,0,6
1499,8,0,0,4
1500,2,0,0,8
1501,2,0,0,6
1502,0,0,0,1
1503,7,0,0,4
1504,0,0,0,6
1505,8,0,0,6
1506,4,0,0,2
1507,8,0,0,1
1508,9,0,0,5
1509,7,0,0,0
1510,3,0,0,5
1511,5,0,0,9
1512,9,0,0,4
1513,1,0,0,0
1514,5,0,0,2
1515,1,0,0,4
1516,5,0,0,0
1517,2,0,0,4
1518,1,0,0,9
1519,8,0,0,5
1520,9,0,0,4
1521,6,0,0,1
1522,9,0,0,6
1523,8,0,0,0
1524,4,0,0,0
1525,6,0,0,6
1526,9,0,0,6
1527,8,0,0,8
1528,6,0,0,0
1529,0,0,0,5
1530,5,0,0,4
1531,3,0,0,2
1532,8,0,0,8
1533,4,0,0,2
1534,8,0,0,7
1535,0,0,0,5
1536,0,0,0,4
1537,7,0,0,4
1538,9,0,0,5
1539,9,0,0,8
1540,3,0,0,4
1541,2,0,0,8
1542,4,0,0,7
1543,1,0,0,1
1544,3,0,0,9
1545,9,0,0,8
1546,5,0,0,8
1547,9,0,0,2
1548,9,0,0,9
1549,7,0,0,5
1550,7,0,0,1
1551,0,0,0,9
1552,5,0,0,8
1553,1,0,0,4
1554,3,0,0,3
1555,1,0,0,2
1556,0,0,0,2
1557,6,0,0,5
1558,5,0,0,9
1559,5,0,0,6
1560,3,0,0,2
1561,5,0,0,9
1562,1,0,0,4
1563,8,0,0,1
1564,1,0,0,6
1565,5,0,0,6
1566,9,0,0,0
1567,2,0,0,0
1568,1,0,0,8
1569,8,0,0,3
1570,8,0,0,9
1571,1,0,0,0
1572,7,0,0,8
1573,0,0,0,6
1574,3,0,0,6
1575,0,0,0,7
1576,6,0,0,8
1577,3,0,0,2
1578,3,0,0,1
1579,8,0,0,2
1580,7,0,0,4
1581,9,0,0,7
1582,8,0,0,8
1583,5,0,0,6
1584,6,0,0,0
1585,2,0,0,6
1586,4,0,0,0
1587,5,0,0,0
1588,4,0,0,7
1589,2,0,0,5
1590,5,0,0,9
1591,4,0,0,3
1592,3,0,0,9
1593,5,0,0,1
1594,0,0,0,0
1595,5,0,0,8
1596,8,0,0,2
1597,2,0,0,5
1598,0,0,0,1
1599,8,0,0,7
1600,0,0,0,4
1601,6,0,0,4
1602,7,0,0,1
1603,0,0,0,9
1604,2,0,0,2
1605,7,0,0,1
1606,4,0,0,1
1607,9,0,0,5
1608,2,0,0,5
1609,5,0,0,3
1610,9,0,0,0
1611,4,0,0,5
1612,8,0,0,2
1613,9,0,0,2
1614,9,0,0,1
1615,4,0,0,6
1616,6,0,0,6
1617,9,0,0,4
1618,0,0,0,6
1619,2,0,0,2
1620,5,0,0,0
1621,3,0,0,6
1622,8,0,0,5
1623,0,0,0,3
1624,6,0,0,9
1625,0,0,0,7
1626,1,0,0,1
1627,7,0,0,6
1628,2,0,0,9
1629,1,0,0,4
1630,0,0,0,0
1631,6,0,0,5
1632,4,0,0,6
1633,0,0,0,0
1634,8,0,0,6
1635,4,0,0,9
1636,2,0,0,5
1637,1,0,0,2
1638,0,0,0,0
1639,2,0,0,1
1640,3,0,0,0
1641,1,0,0,2
1642,0,0,0,8
1643,0,0,0,0
1644,8,0,0,3
1645,0,0,0,4
1646,7,0,0,7
1647,2,0,0,9
1648,5,0,0,7
1649,0,0,0,3
1650,1,0,0,6
1651,1,0,0,9
1652,5,0,0,0
1653,8,0,0,7
1654,9,0,0,5
1655,6,0,0,7
1656,5,0,0,1
1657,5,0,0,6
1658,5,0,0,4
1659,9,0,0,2
1660,9,0,0,1
1661,4,0,0,1
1662,4,0,0,5
1663,7,0,0,9
1664,3,0,0,4
1665,6,0,0,4
1666,5,0,0,9
1667,1,0,0,4
1668,9,0,0,0
1669,6,0,0,1
1670,9,0,0,0
1671,1,0,0,3
1672,4,0,0,1
1673,8,0,0,0
1674,4,0,0,8
1675,1,0,0,3
1676,1,0,0,4
1677,2,0,0,0
1678,0,0,0,1
1679,7,0,0,5
1680,6,0,0,6
1681,0,0,0,8
1682,6,0,0,7
1683,7,0,0,2
1684,4,0,0,9
1685,5,0,0,1
1686,9,0,0,7
1687,9,0,0,3
1688,0,0,0,4
1689,0,0,0,1
1690,9,0,0,9
1691,5,0,0,8
1692,0,0,0,0
1693,0,0,0,2
1694,0,0,0,2
1695,0,0,0,8
1696,4,0,0,1
1697,2,0,0,7
1698,7,0,0,8
1699,8,0,0,6
1700,8,0,0,0
1701,4,0,0,7
1702,7,0,0,1
1703,3,0,0,3
1704,4,0,0,9
1705,8,0,0,5
1706,4,0,0,1
1707,3,0,0,6
1708,4,0,0,1
1709,9,0,0,8
1710,9,0,0,0
1711,1,0,0,0
1712,9,0,0,4
1713,5,0,0,7
1714,4,0,0,8
1715,6,0,0,2
1716,0,0,0,8
1717,0,0,0,5
1718,2,0,0,6
1719,9,0,0,7
1720,5,0,0,0
1721,0,0,0,5
1722,9,0,0,4
1723,6,0,0,6
1724,4,0,0,2
1725,6,0,0,5
1726,6,0,0,5
1727,6,0,0,9
1728,7,0,0,7
1729,8,0,0,9
1730,9,0,0,9
1731,1,0,0,4
1732,8,0,0,1
1733,4,0,0,0
1734,3,0,0,0
1735,7,0,0,6
1736,0,0,0,6
1737,8,0,0,1
1738,8,0,0,3
1739,3,0,0,0
1740,3,0,0,8
1741,2,0,0,8
1742,2,0,0,8
1743,0,0,0,8
1744,4,0,0,2
1745,6,0,0,0
1746,5,0,0,7
1747,4,0,0,0
1748,1,0,0,5
1749,9,0,0,4
1750,0,0,0,2
1751,7,0,0,8
1752,4,0,0,0
1753,0,0,0,5
1754,6,0,0,1
1755,0,0,0,6
1756,8,0,0,0
1757,3,0,0,6
1758,9,0,0,9
1759,7,0,0,4
1760,0,0,0,2
1761,6,0,0,9
1762,9,0,0,5
1763,9,0,0,6
1764,5,0,0,0
1765,4,0,0,1
1766,7,0,0,3
1767,4,0,0,2
1768,1,0,0,1
1769,9,0,0,4
1770,1,0,0,6
1771,8,0,0,3
1772,9,0,0,0
1773,0,0,0,9
1774,0,0,0,4
1775,4,0,0,6
1776,2,0,0,1
1777,6,0,0,1
1778,5,0,0,2
1779,3,0,0,0
1780,4,0,0,3
1781,6,0,0,0
1782,9,0,0,4
1783,0,0,0,2
1784,5,0,0,0
1785,6,0,0,1
1786,9,0,0,2
1787,8,0,0,5
1788,0,0,0,8
1789,0,0,0,6
1790,1,0,0,8
1791,5,0,0,8
1792,0,0,0,7
1793,5,0,0,6
1794,2,0,0,6
1795,5,0,0,4
1796,1,0,0,8
1797,2,0,0,8
1798,6,0,0,5
1799,3,0,0,1
1800,4,0,0,5
1801,4,0,0,6
1802,5,0,0,1
1803,4,0,0,9
1804,2,0,0,8
1805,9,0,0,9
1806,7,0,0,6
1807,6,0,0,3
1808,7,0,0,3
1809,4,0,0,5
1810,6,0,0,9
1811,5,0,0,5
1812,3,0,0,2
1813,0,0,0,9
1814,7,0,0,1
1815,3,0,0,5
1816,8,0,0,8
1817,9,0,0,5
1818,2,0,0,1
1819,3,0,0,4
1820,9,0,0,4
1821,6,0,0,8
1822,3,0,0,5
1823,4,0,0,6
1824,6,0,0,7
1825,7,0,0,3
1826,3,0,0,5
1827,9,0,0,5
1828,7,0,0,2
1829,5,0,0,9
1830,1,0,0,8
1831,8,0,0,8
1832,9,0,0,0
1833,1,0,0,9
1834,5,0,0,2
1835,9,0,0,1
1836,2,0,0,5
1837,3,0,0,6
1838,8,0,0,0
1839,0,0,0,6
1840,6,0,0,6
1841,8,0,0,4
1842,1,0,0,1
1843,9,0,0,3
1844,5,0,0,4
1845,4,0,0,7
1846,7,0,0,7
1847,2,0,0,6
1848,4,0,0,4
1849,5,0,0,8
1850,6,0,0,7
1851,1,0,0,3
1852,7,0,0,3
1853,1,0,0,6
1854,9,0,0,0
1855,9,0,0,1
1856,2,0,0,0
1857,4,0,0,9
1858,1,0,0,6
1859,0,0,0,4
1860,3,0,0,1
1861,1,0,0,9
1862,3,0,0,1
1863,5,0,0,5
1864,7,0,0,0
1865,0,0,0,4
1866,7,0,0,1
1867,5,0,0,2
1868,9,0,0,5
1869,5,0,0,6
1870,6,0,0,3
1871,6,0,0,7
1872,7,0,0,5
1873,1,0,0,5
1874,1,0,0,4
1875,0,0,0,6
1876,5,0,0,7
1877,9,0,0,1
1878,7,0,0,8
1879,9,0,0,4
1880,7,0,0,1
1881,4,0,0,2
1882,1,0,0,9
1883,1,0,0,8
1884,7,0,0,3
1885,8,0,0,2
1886,7,0,0,3
1887,0,0,0,4
1888,8,0,0,4
1889,5,0,0,4
1890,7,0,0,3
1891,3,0,0,6
1892,6,0,0,5
1893,9,0,0,9
1894,9,0,0,9
1895,7,0,0,2
1896,8,0,0,5
1897,3,0,0,6
1898,5,0,0,1
1899,8,0,0,1
1900,3,0,0,1
1901,0,0,0,6
1902,8,0,0,1
1903,0,0,0,6
1904,9,0,0,0
1905,5,0,0,4
1906,7,0,0,0
1907,7,0,0,6
1908,4,0,0,2
1909,9,0,0,4
1910,0,0,0,9
1911,2,0,0,6
1912,6,0,0,9
1913,8,0,0,7
1914,9,0,0,6
1915,3,0,0,2
1916,1,0,0,2
1917,8,0,0,6
1918,4,0,0,2
1919,0,0,0,3
1920,1,0,0,5
1921,1,0,0,2
1922,2,0,0,5
1923,6,0,0,7
1924,0,0,0,3
1925,1,0,0,0
1926,4,0,0,5
1927,0,0,0,5
1928,7,0,0,1
1929,1,0,0,6
1930,0,0,0,7
1931,0,0,0,2
1932,8,0,0,0
1933,8,0,0,3
1934,8,0,0,8
1935,1,0,0,4
1936,8,0,0,0
1937,7,0,0,7
1938,5,0,0,0
1939,5,0,0,0
1940,8,0,0,9
1941,1,0,0,6
1942,9,0,0,0
1943,2,0,0,0
1944,0,0,0,1
1945,2,0,0,1
1946,9,0,0,9
1947,4,0,0,1
1948,3,0,0,9
1949,2,0,0,7
1950,5,0,0,8
1951,7,0,0,4
1952,3,0,0,5
1953,4,0,0,7
1954,6,0,0,9
1955,4,0,0,8
1956,3,0,0,5
1957,2,0,0,0
1958,5,0,0,7
1959,5,0,0,8
1960,2,0,0,5
1961,2,0,0,9
1962,0,0,0,0
1963,4,0,0,2
1964,9,0,0,1
1965,7,0,0,5
1966,4,0,0,2
1967,3,0,0,1
1968,7,0,0,3
1969,0,0,0,8
1970,1,0,0,9
1971,5,0,0,7
1972,0,0,0,8
1973,7,0,0,2
1974,4,0,0,5
1975,7,0,0,6
1976,8,0,0,2
1977,1,0,0,0
1978,8,0,0,5
1979,7,0,0,3
1980,3,0,0,2
1981,4,0,0,2
1982,5,0,0,0
1983,2,0,0,5
1984,8,0,0,8
1985,6,0,0,4
1986,3,0,0,8
1987,1,0,0,1
1988,2,0,0,8
1989,6,0,0,4
1990,5,0,0,2
1991,1,0,0,8
1992,1,0,0,8
1993,6,0,0,0
1994,4,0,0,2
1995,0,0,0,4
1996,4,0,0,1
1997,1,0,0,8
1998,0,0,0,8
1999,4,0,0,6
2000,4,0,0,2
2001,1,0,0,6
2002,7,0,0,2
2003,9,0,0,0
2004,8,0,0,9
2005,4,0,0,7
2006,4,0,0,4
2007,8,0,0,9
2008,2,0,0,3
2009,3,0,0,6
2010,3,0,0,6
2011,4,0,0,8
2012,2,0,0,9
2013,5,0,0,5
2014,9,0,0,8
2015,1,0,0,6
2016,2,0,0,5
2017,9,0,0,1
2018,1,0,0,6
2019,6,0,0,3
2020,4,0,0,6
2021,5,0,0,8
2022,7,0,0,8
2023,8,0,0,4
2024,1,0,0,7
2025,0,0,0,4
2026,8,0,0,0
2027,5,0,0,6
2028,9,0,0,5
2029,2,0,0,1
2030,7,0,0,4
2031,3,0,0,7
2032,0,0,0,1
2033,4,0,0,8
2034,9,0,0,4
2035,9,0,0,9
2036,5,0,0,2
2037,9,0,0,2
2038,7,0,0,9
2039,5,0,0,6
2040,8,0,0,6
2041,4,0,0,9
2042,6,0,0,1
2043,0,0,0,1
2044,6,0,0,3
2045,8,0,0,4
2046,7,0,0,0
2047,4,0,0,0
2048,7,0,0,3
2049,6,0,0,4
2050,1,0,0,0
2051,0,0,0,8
2052,3,0,0,4
2053,4,0,0,5
2054,3,0,0,1
2055,4,0,0,9
2056,2,0,0,3
2057,8,0,0,9
2058,3,0,0,5
2059,0,0,0,2
2060,1,0,0,5
2061,3,0,0,7
2062,9,0,0,4
2063,4,0,0,4
2064,6,0,0,8
2065,7,0,0,9
2066,0,0,0,3
2067,2,0,0,5
2068,3,0,0,4
2069,7,0,0,5
2070,0,0,0,0
2071,7,0,0,0
2072,5,0,0,7
2073,8,0,0,6
2074,9,0,0,6
2075,5,0,0,5
2076,0,0,0,5
2077,9,0,0,2
2078,3,0,0,0
2079,3,0,0,6
2080,3,0,0,8
2081,7,0,0,8
2082,2,0,0,6
2083,2,0,0,7
2084,5,0,0,8
2085,4,0,0,3
2086,6,0,0,4
2087,8,0,0,0
2088,3,0,0,3
2089,2,0,0,1
2090,2,0,0,0
2091,0,0,0,3
2092,7,0,0,0
2093,8,0,0,6
2094,6,0,0,1
2095,2,0,0,7
2096,3,0,0,7
2097,0,0,0,4
2098,6,0,0,1
2099,2,0,0,7
2100,9,0,0,6
2101,1,0,0,7
2102,7,0,0,8
2103,2,0,0,6
2104,1,0,0,9
2105,1,0,0,2
2106,7,0,0,3
2107,0,0,0,4
2108,4,0,0,5
2109,3,0,0,5
2110,2,0,0,8
2111,8,0,0,3
2112,2,0,0,9
2113,9,0,0,4
2114,8,0,0,8
2115,5,0,0,1
2116,5,0,0,6
2117,9,0,0,1
2118,3,0,0,8
2119,4,0,0,0
2120,3,0,0,2
2121,6,0,0,6
2122,2,0,0,6
2123,5,0,0,7
2124,1,0,0,4
2125,1,0,0,1
2126,2,0,0,8
2127,9,0,0,6
2128,3,0,0,0
2129,5,0,0,9
2130,1,0,0,4
2131,2,0,0,3
2132,0,0,0,3
2133,4,0,0,8
2134,5,0,0,1
2135,6,0,0,7
2136,6,0,0,9
2137,8,0,0,1
2138,3,0,0,8
2139,9,0,0,8
2140,6,0,0,5
2141,7,0,0,8
2142,1,0,0,6
2143,0,0,0,2
2144,9,0,0,7
2145,6,0,0,3
2146,1,0,0,2
2147,2,0,0,2
2148,4,0,0,6
2149,1,0,0,3
2150,0,0,0,9
2151,4,0,0,9
2152,8,0,0,5
2153,8,0,0,6
2154,3,0,0,0
2155,5,0,0,4
2156,7,0,0,1
2157,5,0,0,6
2158,2,0,0,3
2159,1,0,0,1
2160,2,0,0,0
2161,5,0,0,1
2162,7,0,0,3
2163,6,0,0,7
2164,2,0,0,7
2165,3,0,0,2
2166,4,0,0,8
2167,8,0,0,8
2168,3,0,0,3
2169,8,0,0,5
2170,5,0,0,1
2171,5,0,0,0
2172,6,0,0,1
2173,6,0,0,5
2174,2,0,0,6
2175,6,0,0,8
2176,8,0,0,6
2177,1,0,0,4
2178,3,0,0,4
2179,2,0,0,5
2180,5,0,0,6
2181,1,0,0,2
2182,1,0,0,1
2183,0,0,0,2
2184,8,0,0,5
2185,3,0,0,2
2186,6,0,0,7
2187,2,0,0,9
2188,8,0,0,9
2189,2,0,0,3
2190,5,0,0,0
2191,7,0,0,0
2192,5,0,0,2
2193,3,0,0,7
2194,3,0,0,3
2195,1,0,0,8
2196,2,0,0,7
2197,3,0,0,7
2198,7,0,0,6
2199,3,0,0,5
2200,7,0,0,1
2201,8,0,0,2
2202,0,0,0,6
2203,0,0,0,5
2204,9,0,0,6
2205,1,0,0,3
2206,9,0,0,4
2207,9,0,0,3
2208,2,0,0,5
2209,2,0,0,2
2210,3,0,0,8
2211,9,0,0,7
2212,1,0,0,0
2213,4,0,0,8
2214,1,0,0,5
2215,3,0,0,0
2216,3,0,0,0
2217,1,0,0,9
2218,6,0,0,8
2219,8,0,0,2
2220,1,0,0,9
2221,7,0,0,1
2222,3,0,0,4
2223,8,0,0,0
2224,0,0,0,1
2225,4,0,0,6
2226,8,0,0,8
2227,8,0,0,1
2228,4,0,0,3
2229,6,0,0,0
2230,4,0,0,3
2231,2,0,0,9
2232,1,0,0,4
2233,1,0,0,8
2234,4,0,0,0
2235,2,0,0,6
2236,1,0,0,2
2237,0,0,0,6
2238,8,0,0,6
2239,8,0,0,0
2240,6,0,0,0
2241,5,0,0,3
2242,7,0,0,6
2243,9,0,0,5
2244,5,0,0,6
2245,8,0,0,6
2246,1,0,0,3
2247,9,0,0,2
2248,3,0,0,6
2249,4,0,0,2
2250,8,0,0,0
2251,6,0,0,1
2252,1,0,0,7
2253,5,0,0,8
2254,1,0,0,9
2255,7,0,0,5
2256,5,0,0,0
2257,9,0,0,8
2258,5,0,0,4
2259,8,0,0,9
2260,1,0,0,6
2261,3,0,0,8
2262,5,0,0,9
2263,8,0,0,4
2264,2,0,0,7
2265,1,0,0,4
2266,7,0,0,0
2267,4,0,0,8
2268,0,0,0,5
2269,5,0,0,7
2270,0,0,0,4
2271,3,0,0,4
2272,2,0,0,7
2273,6,0,0,5
2274,9,0,0,2
2275,3,0,0,4
2276,7,0,0,3
2277,5,0,0,2
2278,2,0,0,1
2279,1,0,0,1
2280,7,0,0,8
2281,3,0,0,0
2282,8,0,0,0
2283,6,0,0,9
2284,2,0,0,4
2285,0,0,0,2
2286,5,0,0,3
2287,0,0,0,0
2288,2,0,0,3
2289,8,0,0,4
2290,9,0,0,4
2291,8,0,0,9
2292,0,0,0,8
2293,6,0,0,4
2294,7,0,0,4
2295,6,0,0,9
2296,5,0,0,1
2297,0,0,0,4
2298,1,0,0,3
2299,0,0,0,0
2300,6,0,0,9
2301,1,0,0,4
2302,8,0,0,1
2303,3,0,0,1
2304,6,0,0,7
2305,0,0,0,1
2306,2,0,0,6
2307,1,0,0,8
2308,1,0,0,2
2309,1,0,0,2
2310,7,0,0,0
2311,3,0,0,2
2312,6,0,0,6
2313,6,0,0,0
2314,5,0,0,2
2315,6,0,0,7
2316,7,0,0,7
2317,0,0,0,2
2318,3,0,0,3
2319,0,0,0,1
2320,2,0,0,4
2321,3,0,0,0
2322,0,0,0,2
2323,3,0,0,3
2324,4,0,0,9
2325,4,0,0,2
2326,3,0,0,9
2327,9,0,0,2
2328,5,0,0,7
2329,3,0,0,1
2330,0,0,0,8
2331,8,0,0,5
2332,2,0,0,8
2333,5,0,0,6
2334,6,0,0,8
2335,7,0,0,2
2336,2,0,0,3
2337,7,0,0,8
2338,9,0,0,0
2339,9,0,0,4
2340,1,0,0,9
2341,6,0,0,4
2342,3,0,0,6
2343,0,0,0,7
2344,9,0,0,1
2345,7,0,0,9
2346,1,0,0,5
2347,1,0,0,5
2348,4,0,0,8
2349,0,0,0,7
2350,8,0,0,7
2351,9,0,0,6
2352,6,0,0,2
2353,4,0,0,2
2354,5,0,0,5
2355,3,0,0,0
2356,6,0,0,2
2357,5,0,0,4
2358,9,0,0,8
2359,7,0,0,4
2360,5,0,0,9
2361,4,0,0,5
2362,7,0,0,9
2363,7,0,0,7
2364,1,0,0,0
2365,5,0,0,5
2366,7,0,0,0
2367,1,0,0,3
2368,0,0,0,5
2369,6,0,0,9
2370,2,0,0,8
2371,3,0,0,3
2372,5,0,0,6
2373,4,0,0,5
2374,0,0,0,0
2375,7,0,0,1
2376,0,0,0,6
2377,8,0,0,3
2378,9,0,0,2
2379,9,0,0,7
2380,8,0,0,4
2381,1,0,0,6
2382,2,0,0,0
2383,3,0,0,4
2384,3,0,0,0
2385,4,0,0,9
2386,3,0,0,3
2387,3,0,0,3
2388,4,0,0,2
2389,2,0,0,1
2390,2,0,0,1
2391,4,0,0,9
2392,4,0,0,5
2393,7,0,0,0
2394,1,0,0,5
2395,1,0,0,0
2396,8,0,0,2
2397,0,0,0,7
2398,7,0,0,8
2399,5,0,0,4
2400,9,0,0,1
2401,3,0,0,2
2402,8,0,0,6
2403,4,0,0,9
2404,7,0,0,0
2405,5,0,0,4
2406,2,0,0,9
2407,5,0,0,6
2408,2,0,0,3
2409,5,0,0,6
2410,8,0,0,4
2411,0,0,0,3
2412,1,0,0,0
2413,2,0,0,7
2414,7,0,0,3
2415,9,0,0,4
2416,5,0,0,3
2417,4,0,0,5
2418,6,0,0,3
2419,2,0,0,6
2420,6,0,0,8
2421,1,0,0,7
2422,1,0,0,1
2423,3,0,0,5
2424,6,0,0,3
2425,5,0,0,8
2426,1,0,0,1
2427,6,0,0,1
2428,9,0,0,9
2429,7,0,0,4
2430,0,0,0,5
2431,6,0,0,6
2432,4,0,0,9
2433,8,0,0,6
2434,0,0,0,7
2435,5,0,0,8
2436,6,0,0,2
2437,7,0,0,8
2438,3,0,0,1
2439,2,0,0,4
2440,3,0,0,7
2441,9,0,0,7
2442,9,0,0,0
2443,5,0,0,7
2444,3,0,0,2
2445,2,0,0,6
2446,3,0,0,4
2447,6,0,0,9
2448,9,0,0,2
2449,7,0,0,0
2450,0,0,0,9
2451,1,0,0,8
2452,0,0,0,9
2453,6,0,0,9
2454,8,0,0,0
2455,6,0,0,2
2456,1,0,0,7
2457,9,0,0,4
2458,8,0,0,5
2459,9,0,0,1
2460,5,0,0,6
2461,5,0,0,2
2462,0,0,0,0
2463,4,0,0,4
2464,1,0,0,4
2465,9,0,0,5
2466,3,0,0,5
2467,9,0,0,0
2468,1,0,0,1
2469,5,0,0,7
2470,7,0,0,2
2471,3,0,0,2
2472,8,0,0,6
2473,9,0,0,8
2474,7,0,0,7
2475,7,0,0,5
2476,0,0,0,5
2477,1,0,0,2
2478,2,0,0,7
2479,3,0,0,4
2480,9,0,0,8
2481,2,0,0,1
2482,0,0,0,0
2483,3,0,0,3
2484,2,0,0,1
2485,0,0,0,0
2486,8,0,0,0
2487,1,0,0,6
2488,3,0,0,4
2489,0,0,0,5
2490,5,0,0,3
2491,8,0,0,3
2492,2,0,0,3
2493,9,0,0,9
2494,6,0,0,1
2495,5,0,0,3
2496,4,0,0,3
2497,4,0,0,6
2498,7,0,0,3
2499,6,0,0,9
2500,0,0,0,4
2501,3,0,0,1
2502,6,0,0,5
2503,8,0,0,0
2504,2,0,0,3
2505,1,0,0,7
2506,1,0,0,7
2507,4,0,0,1
2508,6,0,0,1
2509,6,0,0,3
2510,1,0,0,4
2511,3,0,0,8
2512,9,0,0,4
2513,9,0,0,6
2514,4,0,0,3
2515,0,0,0,7
2516,5,0,0,2
2517,4,0,0,5
2518,2,0,0,5
2519,0,0,0,7
2520,4,0,0,6
2521,9,0,0,0
2522,5,0,0,0
2523,1,0,0,3
2524,9,0,0,7
2525,1,0,0,8
2526,5,0,0,5
2527,9,0,0,5
2528,4,0,0,1
2529,9,0,0,0
2530,4,0,0,6
2531,6,0,0,4
2532,0,0,0,8
2533,5,0,0,0
2534,3,0,0,3
2535,5,0,0,9
2536,7,0,0,6
2537,9,0,0,1
2538,0,0,0,5
2539,5,0,0,6
2540,7,0,0,5
2541,4,0,0,8
2542,1,0,0,4
2543,6,0,0,4
2544,3,0,0,2
2545,6,0,0,5
2546,9,0,0,3
2547,0,0,0,0
2548,0,0,0,5
2549,9,0,0,9
2550,3,0,0,5
2551,5,0,0,6
2552,4,0,0,1
2553,1,0,0,2
2554,7,0,0,6
2555,5,0,0,9
2556,0,0,0,8
2557,2,0,0,6
2558,9,0,0,4
2559,0,0,0,9
2560,0,0,0,4
2561,3,0,0,4
2562,4,0,0,4
2563,5,0,0,8
2564,0,0,0,0
2565,1,0,0,0
2566,5,0,0,4
2567,0,0,0,7
2568,1,0,0,6
2569,0,0,0,1
2570,7,0,0,6
2571,9,0,0,0
2572,6,0,0,6
2573,9,0,0,0
2574,5,0,0,6
2575,5,0,0,3
2576,7,0,0,8
2577,7,0,0,3
2578,5,0,0,0
2579,8,0,0,6
2580,1,0,0,2
2581,4,0,0,6
2582,8,0,0,7
2583,2,0,0,8
2584,2,0,0,4
2585,5,0,0,3
2586,5,0,0,0
2587,8,0,0,4
2588,9,0,0,6
2589,0,0,0,5
2590,6,0,0,4
2591,7,0,0,5
2592,4,0,0,1
2593,7,0,0,5
2594,1,0,0,2
2595,4,0,0,2
2596,8,0,0,8
2597,0,0,0,2
2598,6,0,0,5
2599,2,0,0,3
2600,4,0,0,6
2601,4,0,0,8
2602,0,0,0,2
2603,6,0,0,0
2604,1,0,0,5
2605,5,0,0,7
2606,5,0,0,9
2607,2,0,0,3
2608,6,0,0,7
2609,8,0,0,4
2610,6,0,0,8
2611,3,0,0,6
2612,5,0,0,7
2613,1,0,0,7
2614,7,0,0,8
2615,3,0,0,4
2616,4,0,0,0
2617,4,0,0,6
2618,0,0,0,6
2619,9,0,0,7
2620,4,0,0,2
2621,0,0,0,2
2622,4,0,0,3
2623,9,0,0,3
2624,7,0,0,6
2625,5,0,0,5
2626,9,0,0,5
2627,2,0,0,3
2628,2,0,0,3
2629,1,0,0,9
2630,7,0,0,4
2631,4,0,0,0
